INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CATEGORY_ID,TABLE_NO,SYSTEM_TYPE,TABLE_JAPAN_NAME,TABLE_ENGLISH_NAME,TIME_STOP_DELETE,HAS_PARENT_TBL_FLG,PARENT_TBL_NAME,PARENT_TBL_JP_NAME,FIELD_ACQ_DATE_TIME,FIELD_ACQ_END_DATE,FIELD_ACQ_EMPLOYEE_ID,FIELD_ACQ_START_DATE,FIELD_ACQ_CID,FIELD_PARENT_1,FIELD_PARENT_2,FIELD_PARENT_3,FIELD_PARENT_4,FIELD_PARENT_5,FIELD_PARENT_6,FIELD_PARENT_7,FIELD_PARENT_8,FIELD_PARENT_9,FIELD_PARENT_10,FIELD_CHILD_1,FIELD_CHILD_2,FIELD_CHILD_3,FIELD_CHILD_4,FIELD_CHILD_5,FIELD_CHILD_6,FIELD_CHILD_7,FIELD_CHILD_8,FIELD_CHILD_9,FIELD_CHILD_10,CLS_KEY_QUERY_1,CLS_KEY_QUERY_2,CLS_KEY_QUERY_3,CLS_KEY_QUERY_4,CLS_KEY_QUERY_5,CLS_KEY_QUERY_6,CLS_KEY_QUERY_7,CLS_KEY_QUERY_8,CLS_KEY_QUERY_9,CLS_KEY_QUERY_10,DEFAULT_COND_KEY_QUERY,FIELD_KEY_QUERY_1,FIELD_KEY_QUERY_2,FIELD_KEY_QUERY_3,FIELD_KEY_QUERY_4,FIELD_KEY_QUERY_5,FIELD_KEY_QUERY_6,FIELD_KEY_QUERY_7,FIELD_KEY_QUERY_8,FIELD_KEY_QUERY_9,FIELD_KEY_QUERY_10,FIELD_DATE_1,FIELD_DATE_2,FIELD_DATE_3,FIELD_DATE_4,FIELD_DATE_5,FIELD_DATE_6,FIELD_DATE_7,FIELD_DATE_8,FIELD_DATE_9,FIELD_DATE_10,FIELD_DATE_11,FIELD_DATE_12,FIELD_DATE_13,FIELD_DATE_14,FIELD_DATE_15,FIELD_DATE_16,FIELD_DATE_17,FIELD_DATE_18,FIELD_DATE_19,FIELD_DATE_20,FILED_KEY_UPDATE_1,FILED_KEY_UPDATE_2,FILED_KEY_UPDATE_3,FILED_KEY_UPDATE_4,FILED_KEY_UPDATE_5,FILED_KEY_UPDATE_6,FILED_KEY_UPDATE_7,FILED_KEY_UPDATE_8,FILED_KEY_UPDATE_9,FILED_KEY_UPDATE_10,FILED_KEY_UPDATE_11,FILED_KEY_UPDATE_12,FILED_KEY_UPDATE_13,FILED_KEY_UPDATE_14,FILED_KEY_UPDATE_15,FILED_KEY_UPDATE_16,FILED_KEY_UPDATE_17,FILED_KEY_UPDATE_18,FILED_KEY_UPDATE_19,FILED_KEY_UPDATE_20,HISTORY_CLS
,,,,,,,,,133,14,1,14続柄毎の上限日数,KSHMT_HDSPEV_GRANT_LIMIT,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,S_HOLIDAY_EVENT_NO,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,133,15,1,15続柄に対する上限日数,KSHMT_HD_SPEV_LIMIT,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,S_HOLIDAY_EVENT_NO,RELATIONSHIP_CD,,,,,,,,,,,,,,,,,,0
,,,,,,,,,133,16,1,16続柄,KSHMT_RELATIONSHIP,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,RELATIONSHIP_CD,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,141,1,1,01勤務種類,KSHMT_WKTP,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,CD,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,141,2,1,02勤務種類設定,KSHMT_WKTP_SET,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTYPE_CD,WORK_ATR,,,,,,,,,,,,,,,,,,0
,,,,,,,,,141,3,1,03欠勤枠,KSHMT_ABSENCE_FRAME,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,ABSENCE_FRAME_NO,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,141,4,1,04勤務種類の他言語表示名,KSHMT_WKTP_LANGUAGE,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTYPE_CD,LANG_ID,,,,,,,,,,,,,,,,,,0
,,,,,,,,,141,5,1,05勤務種類の並び順,KSHMT_WKTP_SORT,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTYPE_CD,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,141,6,1,06特別休暇枠,KSHMT_HDSP_FRAME,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,SPHD_FRAME_NO,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,1,1,01就業時間帯表示モード,KSHMT_WT_COM_DISP_MODE,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,2,1,02就業時間帯の設定,KSHMT_WT,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,3,1,03フレックス勤務設定,KSHMT_WT_FLE,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,4,1,04就業時間帯別代休時間設定,KSHMT_WT_COM_HDCOM,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORK_FORM_ATR,WORKTIME_SET_METHOD,ORIGIN_ATR,,,,,,,,,,,,,,,,0
,,,,,,,,,142,5,1,05就業時間帯の医療設定,KSHMT_WT_COM_MEDICAL,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORK_FORM_ATR,WORKTIME_SET_METHOD,WORK_SYS_ATR,,,,,,,,,,,,,,,,0
,,,,,,,,,142,6,1,06外出種類別丸め設定,KSHMT_WT_COM_GOOUT_ROUND,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORK_FORM_ATR,WORKTIME_SET_METHOD,ROUNDING_TIME_TYPE,,,,,,,,,,,,,,,,0
,,,,,,,,,142,7,1,07就業時間帯の外出設定,KSHMT_WT_COM_GOOUT,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORK_FORM_ATR,WORKTIME_SET_METHOD,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,8,1,08所定時間設定,KSHMT_WT_COM_PRED_TIME,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,9,1,09所定時間帯設定,KSHMT_WT_COM_PRED_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORK_NO,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,10,1,10優先設定,KSHMT_WT_COM_STMP_PRI,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORK_FORM_ATR,WORKTIME_SET_METHOD,STAMP_ATR,,,,,,,,,,,,,,,,0
,,,,,,,,,142,11,1,11丸め設定,KSHMT_WT_COM_STMP_ROUND,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORK_FORM_ATR,WORKTIME_SET_METHOD,ATR,,,,,,,,,,,,,,,,0
,,,,,,,,,142,12,1,12就業時間帯の臨時時間設定,KSHMT_WT_COM_TEMPORARY,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORK_FORM_ATR,WORKTIME_SET_METHOD,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,13,1,13就業時間帯の遅刻・早退設定,KSHMT_WT_COM_LATETIME_MNG,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORK_FORM_ATR,WORKTIME_SET_METHOD,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,14,1,14就業時間帯の遅刻・早退別設定,KSHMT_WT_COM_LATETIME,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORK_FORM_ATR,WORKTIME_SET_METHOD,LATE_EARLY_ATR,,,,,,,,,,,,,,,,0
,,,,,,,,,142,15,1,15固定勤務設定,KSHMT_WT_FIX,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,16,1,16休出時間の時間帯設定,KSHMT_WT_FIX_HOL_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORKTIME_NO,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,17,1,17休出時間の時間帯設定(フレックス),KSHMT_WT_FLE_HOL_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORKTIME_NO,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,18,1,18固定休憩時間の時間帯設定(平日),KSHMT_WT_FIX_BR_WEK_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,AM_PM_ATR,PERIOD_NO,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,19,1,19固定休憩時間の時間帯設定(休日),KSHMT_WT_FIX_BR_HOL_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,PERIOD_NO,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,20,1,20固定休憩時間の時間帯設定(フレックス・半日),KSHMT_WT_FLE_BR_FI_WEK_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,AM_PM_ATR,PERIOD_NO,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,21,1,21固定休憩時間の時間帯設定(フレックス・終日),KSHMT_WT_FLE_BR_FI_HOL_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,PERIOD_NO,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,22,1,22固定休憩時間の時間帯設定,KSHMT_WT_FLO_BR_FI_ALL_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,RESTTIME_ATR,PERIOD_NO,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,23,1,23就業時間の時間帯設定(時差),KSHMT_WT_DIF_WORK_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,AM_PM_ATR,TIME_FRAME_NO,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,24,1,24就業時間の時間帯設定(固定),KSHMT_WT_FIX_WORK_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,AM_PM_ATR,TIME_FRAME_NO,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,25,1,25就業時間の時間帯設定(フレックス),KSHMT_WT_FLE_WORK_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,AM_PM_ATR,TIME_FRAME_NO,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,26,1,26打刻反映時間帯（通常）,KSHMT_WT_FIX_STMP_REF_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORK_NO,ATR,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,27,1,27打刻反映時間帯（フレックス）,KSHMT_WT_FLE_STMP_REF_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORK_NO,ATR,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,28,1,28打刻反映時間帯（流動）,KSHMT_WT_FLO_STMP_REF_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORK_NO,ATTEND_ATR,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,29,1,29残業時間の時間帯設定,KSHMT_WT_FIX_OVER_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,AM_PM_ATR,WORKTIME_NO,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,30,1,30残業時間の時間帯設定(フレックス),KSHMT_WT_FLE_OVER_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,AM_PM_ATR,WORKTIME_NO,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,31,1,31就業時間帯の共通設定,KSHMT_WT_COM,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORK_FORM_ATR,WORKTIME_SET_METHOD,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,32,1,32時差勤務休出時間の時間帯設定,KSHMT_WT_DIF_HOL_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORK_TIME_NO,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,33,1,33時差勤務残業時間の時間帯設定,KSHMT_WT_DIF_OVER_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,AM_PM_ATR,WORK_TIME_NO,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,34,1,34時差勤務打刻反映時間帯,KSHMT_WT_DIF_STMP_REF_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORK_NO,ATR,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,35,1,35時差勤務設定,KSHMT_WT_DIF,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,36,1,36時差勤務の休憩時間帯(平日),KSHMT_WT_DIF_BR_WEK_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,AM_PM_ATR,PERIOD_NO,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,37,1,37時差勤務の休憩時間帯(休日),KSHMT_WT_FIX_BR_HOL_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,PERIOD_NO,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,38,1,38流動勤務設定,KSHMT_WT_FLO,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,39,1,39流動勤務時間帯設定,KSHMT_WT_FLO_WORK_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,40,1,40流動休出時間帯,KSHMT_WT_FLO_HOL_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORKTIME_NO,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,41,1,41流動休憩設定(フレックス・半日),KSHMT_WT_FLE_BR_FL_WEK_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,AM_PM_ATR,PERIOD_NO,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,42,1,42流動休憩設定(フレックス・終日),KSHMT_WT_FLE_BR_FL_HOL_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,PERIOD_NO,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,43,1,43流動休憩設定,KSHMT_WT_FLO_BR_FL_ALL_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,RESTTIME_ATR,PERIOD_NO,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,44,1,44流動打刻反映時間帯,KSHMT_WT_FLO_STMP_REF2_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,45,1,45流動残業時間帯,KSHMT_WT_FLO_OVER_TS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,WORKTIME_NO,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,46,1,46流動勤務の休憩時間帯(フレックス・半日),KSHMT_WT_FLE_BR_FL_WEK,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,AM_PM_ATR,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,47,1,47流動勤務の休憩時間帯(フレックス・終日),KSHMT_WT_FLE_BR_FL_HOL,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,48,1,48流動勤務の休憩設定(フレックス),KSHMT_WT_FLE_BR_FL,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,49,1,49流動勤務の休憩設定,KSHMT_WT_FLO_BR_FL_ALL,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,142,50,1,50流動勤務の休憩時間帯,KSHMT_WT_FLO_BR_FL,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTIME_CD,RESTTIME_ATR,,,,,,,,,,,,,,,,,,0
,,,,,,,,,143,1,1,01任意項目,KRCMT_ANYV,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,OPTIONAL_ITEM_NO,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,143,2,1,02計算結果の範囲,KRCMT_ANYF_RESULT_RANGE,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,OPTIONAL_ITEM_NO,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,143,3,1,03適用する雇用条件,KRCMT_ANYF_COND_EMP,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,OPTIONAL_ITEM_NO,EMP_CD,,,,,,,,,,,,,,,,,,0
,,,,,,,,,143,4,1,04任意項目計算式,KRCMT_ANYF,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,OPTIONAL_ITEM_NO,FORMULA_ID,,,,,,,,,,,,,,,,,,0
,,,,,,,,,143,5,1,05計算式設定,KRCMT_ANYF_DETAIL,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,OPTIONAL_ITEM_NO,FORMULA_ID,,,,,,,,,,,,,,,,,,0
,,,,,,,,,143,6,1,06計算項目選択,KRCMT_ANYF_ITEM_SELECT,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,OPTIONAL_ITEM_NO,FORMULA_ID,ATTENDANCE_ITEM_ID,,,,,,,,,,,,,,,,,0
,,,,,,,,,143,7,1,07別端数処理設定,KRCMT_ANYF_ROUND,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,OPTIONAL_ITEM_NO,FORMULA_ID,ROUNDING_ATR,,,,,,,,,,,,,,,,,0
,,,,,,,,,143,8,1,08任意項目計算式の並び順,KRCMT_ANYF_SORT,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,OPTIONAL_ITEM_NO,FORMULA_ID,,,,,,,,,,,,,,,,,,0
,,,,,,,,,144,1,1,01回数集計,KSHMT_TOTAL_TIMES,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,TOTAL_TIMES_NO,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,144,2,1,02回数集計条件,KSHMT_TOTAL_CONDITION,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,TOTAL_TIMES_NO,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,144,3,1,03集計対象一覧,KSHMT_TOTAL_SUBJECTS,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,TOTAL_TIMES_NO,WORK_TYPE_ATR,WORK_TYPE_CD,,,,,,,,,,,,,,,,,0
,,,,,,,,,181,1,1,01表示可能勤務種類制御設定,KSCMT_DISP_WKTP,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,WORKTYPE_CD,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,181,2,1,02表示可能勤務種類制御,KSCMT_DISP_WKTP_USE,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,181,3,1,03勤務予定の表示制御,KSCMT_DISP_CTRL,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,181,4,1,04スケジュール個人情報区分,KSCMT_SCHE_PER_INFO_ATR,300,0,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,CID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID,PERSON_INFO_ATR,,,,,,,,,,,,,,,,,,,0
